what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1276509733421
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1276509734265
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1276509739891
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1276509740568
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1276509751215
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1276509755308
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1276509755395
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1276509756947
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1276509764186
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1276509765147
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1276509768504
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1276509768568
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1276509797383
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1276509808237
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1276509810329
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1276509814177
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1276509845217
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1276509846454
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1276509853875
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1276509858665
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1276509863654
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1276509864455
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1276509865268
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1276509874338
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1276509874407
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1276509920572
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1276509920814
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1276509921532
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1276509929794
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1276509931240
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1276509935806
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1276509949605
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1276509951082
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1276509951673
