what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274980223520
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1274980223946
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274980224945
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274980287048
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1274980295738
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1274980298694
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274980300165
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274980300575
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274980303028
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274980347406
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274980366441
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274980369395
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274980380133
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274980399273
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274980417434
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274980457572
activated,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1274980459031
activated,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1274980460202
closed,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1274980460202
activated,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1274980460835
activated,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1274980462934
closed,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1274980462934
activated,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1274980463625
activated,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1274980464305
closed,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1274980464305
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1274980465267
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1274980469825
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1274980479479
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1274980479676
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1274980480092
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1274980480278
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1274980480708
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1274980480884
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1274980481344
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1274980481522
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1274980481934
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1274980482112
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1274980483199
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274980484414
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274980498489
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1274980509035
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274980510447
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274980530368
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1274980537212
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274980538482
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274980549111
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1274980551166
opened,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1274980563818
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1274980563940
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1274980563969
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1274980576306
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1274980582932
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1274980584029
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1274980587433
