what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1275302494903
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1275302505006
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275302507531
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275302666992
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1275302678954
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275302679639
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275302831533
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275302834727
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275303480449
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275303484087
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275303484982
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275303492343
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275303671688
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1275303702628
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1275303707238
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275303780080
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275303863226
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1275303891233
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1275303891649
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1275303896799
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1275303897294
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1275303897327
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1275303897361
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1275303897395
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1275303897429
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1275303897461
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1275303897495
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1275303897527
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1275303897688
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1275303897868
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1275303898054
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275303947642
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275303963132
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275303985993
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275304007727
