what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1278074486774
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1278074567462
activated,view,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.CView",1278074576762
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1278074581068
opened,editor,org.eclipse.compare,3.5.2.r35x_20100113-0800,"org.eclipse.compare.CompareEditor",1278074586083
activated,editor,org.eclipse.compare,3.5.2.r35x_20100113-0800,"org.eclipse.compare.CompareEditor",1278074586113
executed,command,org.tigris.subversion.subclipse.ui,1.6.10,"org.tigris.subversion.subclipse.ui.compareWithHead",1278074586144
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1278074586156
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1278074586529
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1278074588449
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1278074606765
activated,editor,org.eclipse.compare,3.5.2.r35x_20100113-0800,"org.eclipse.compare.CompareEditor",1278074609249
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1278074609310
closed,editor,org.eclipse.compare,3.5.2.r35x_20100113-0800,"org.eclipse.compare.CompareEditor",1278074609310
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1278074617832
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1278074637916
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1278074640078
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1278074643033
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1278074657467
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1278074659125
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1278074715679
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1278074731722
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1278074826343
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1278074828214
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1278074832934
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1278074933131
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1278074933512
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1278074934336
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1278075043893
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1278075047199
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1278075079342
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1278075106819
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1278075127434
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1278075128946
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1278075129685
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1278075154324
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1278075156107
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1278075160765
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1278075162446
closed,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1278075163956
stopped,bundle,com.collabnet.subversion.merge,2.0.1,"com.collabnet.subversion.merge",1278075164461
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.0.0.201002161416,"org.eclipse.cdt.debug.mi.ui",1278075164470
stopped,bundle,org.eclipse.cdt.debug.mi.core,6.0.0.201002161416,"org.eclipse.cdt.debug.mi.core",1278075164488
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.0.0.201002161416,"org.eclipse.cdt.dsf.gdb.ui",1278075164499
stopped,bundle,org.eclipse.cdt.dsf.ui,2.0.1.201002161416,"org.eclipse.cdt.dsf.ui",1278075164515
stopped,bundle,org.eclipse.cdt.launch,6.0.0.201002161416,"org.eclipse.cdt.launch",1278075164524
stopped,bundle,org.eclipse.cdt.debug.ui,6.0.0.201002161416,"org.eclipse.cdt.debug.ui",1278075164524
stopped,bundle,org.eclipse.cdt.dsf.gdb,2.0.0.201002161416,"org.eclipse.cdt.dsf.gdb",1278075164535
stopped,bundle,org.eclipse.cdt.dsf,2.0.0.201002161416,"org.eclipse.cdt.dsf",1278075164550
stopped,bundle,org.eclipse.cdt.debug.core,6.0.0.201002161416,"org.eclipse.cdt.debug.core",1278075164563
stopped,bundle,org.eclipse.cdt.managedbuilder.ui,5.1.0.201002161416,"org.eclipse.cdt.managedbuilder.ui",1278075164666
stopped,bundle,org.eclipse.cdt.make.ui,6.0.1.201002161416,"org.eclipse.cdt.make.ui",1278075164666
stopped,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,5.0.100.201002161416,"org.eclipse.cdt.managedbuilder.gnu.ui",1278075164719
stopped,bundle,org.eclipse.cdt.managedbuilder.core,6.0.0.201002161416,"org.eclipse.cdt.managedbuilder.core",1278075164719
stopped,bundle,org.eclipse.cdt.make.core,6.0.0.201002161416,"org.eclipse.cdt.make.core",1278075164729
stopped,bundle,org.eclipse.cdt.mylyn.ui,1.0.100.201002161416,"org.eclipse.cdt.mylyn.ui",1278075164730
stopped,bundle,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui",1278075164730
stopped,bundle,org.eclipse.cdt.core,5.1.2.201002161416,"org.eclipse.cdt.core",1278075164730
stopped,bundle,org.tigris.subversion.subclipse.graph,1.0.7,"org.tigris.subversion.subclipse.graph",1278075164730
stopped,bundle,org.tigris.subversion.subclipse.mylyn,3.0.0,"org.tigris.subversion.subclipse.mylyn",1278075164730
stopped,bundle,org.tigris.subversion.subclipse.ui,1.6.10,"org.tigris.subversion.subclipse.ui",1278075164730
stopped,bundle,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui",1278075164772
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1278075164772
stopped,bundle,org.eclipse.mylyn.ide.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.ide.ui",1278075164773
stopped,bundle,org.eclipse.mylyn.team.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.team.ui",1278075164773
stopped,bundle,org.eclipse.mylyn.resources.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.resources.ui",1278075164774
