what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275257138125
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275257146394
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1275257152321
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1275257154381
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1275257157933
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275257159401
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275257189727
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275257197038
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275257239162
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275257241726
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275257257082
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275257265920
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275257337974
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275257350440
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275257371592
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1275257372368
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275257373369
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275257413877
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275257624423
closed,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275257627798
stopped,bundle,com.collabnet.subversion.merge,2.0.1,"com.collabnet.subversion.merge",1275257628268
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.0.0.201002161416,"org.eclipse.cdt.debug.mi.ui",1275257628314
