what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1275413503406
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275413515533
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275413599544
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275413676456
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275413740583
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1275413814900
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275413821909
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275413822607
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1275413924777
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275413925420
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275413957721
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1275413961559
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275413962152
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275413970319
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275413979434
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275413980721
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1275413981482
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275413982339
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275414024631
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1275414043460
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275414044099
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275414058414
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1275414063130
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1275414063298
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1275414063455
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1275414063731
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1275414078917
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275414079602
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275414085392
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275414086122
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.line",1275414087977
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275414087994
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1275414121194
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1275414133714
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275414134371
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275414140737
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275414160180
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275414165412
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1275414231498
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275414232082
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275414239684
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275414242177
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.line",1275414243393
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275414243436
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1275414266290
