what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1276349783542
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1276349785026
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1276349801971
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1276349812141
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1276349813039
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1276349813879
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1276349855474
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1276349890027
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1276349908453
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1276349913593
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1276349931468
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1276349939156
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1276349940555
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1276350023290
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1276350024617
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1276350031951
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1276350056881
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1276350071956
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1276350072890
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1276350096675
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1276350171077
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1276350190922
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1276350211669
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1276350212362
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1276350217574
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1276350225307
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1276350412522
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1276350434308
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1276350435799
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1276350455855
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1276350560719
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1276350568719
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1276350577020
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1276350602130
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1276350637607
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1276350638705
